rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,Passes_into_final_third,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
602,Aaron Cresswell,England,DF,West Ham,Premier League,33,1989,11,436,0,0,0,0,0,0,0,4,26,0,0,3,2,66.7,3,2,3,7,0,0,0,0,0,0,0,0,254,308,82.5,1722,91.6,83.3,52.1,5,15,4,18,1,0,100,4,5,0,2,0,0,0,0,0,0,66.7,2.48,0.21,0,2023-2024
610,Marc Cucurella,Spain,DF,Chelsea,Premier League,25,1998,21,1782,0,2,2,0,0,1.1,1.1,31,50,0,0.1,62,38,53.1,13,23,22,48,0,0,0,0,0,0,0,0,1036,1196,86.6,4408,92.2,89.1,49.2,19,51,7,91,13,30.8,53.8,31,15,3,6,0,8,50,0.2,0,0,56.4,1.77,0.15,0,2023-2024
613,Josh Cullen,Ireland,MF,Burnley,Premier League,27,1996,25,2057,2,3,5,2,0,0.6,0.6,22,123,0.09,0.13,42,29,56.5,19,12,15,26,1,0,0,0,0,0,0,0,1173,1373,85.4,4917,92.5,89.4,54.3,26,119,17,65,13,23.1,38.5,22,21,2,10,2,16,31.3,0.22,0.13,0.4,44.2,2.89,0.35,0,2023-2024
614,Matheus Cunha,Brazil,FW,Wolves,Premier League,24,1999,32,2440,12,7,19,11,1,9.5,8.7,107,87,0.44,0.26,30,16,37.1,7,21,13,21,1,0,0,0,0,0,0,0,658,831,79.2,2308,86.3,79.5,56.1,28,56,31,30,140,45.7,43.6,107,79,38,53,12,72,50,1.33,0.15,0.31,25.4,2.88,0.48,0,2023-2024
617,Sam Curtis,Ireland,DF,Sheffield Utd,Premier League,17,2005,1,28,0,0,0,0,0,0,0,0,1,0,0,1,0,50,0,2,0,0,0,0,0,0,0,0,0,0,6,10,60,37,75,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2023-2024
623,Mahmoud Dahoud,Germany,MF,Brighton,Premier League,27,1996,9,452,0,1,1,0,0,0.2,0.2,4,11,0,0.2,9,4,33.3,1,3,1,5,0,0,0,0,0,0,0,0,284,328,86.6,886,96,84.8,64,10,21,1,12,5,40,60,4,3,1,5,0,6,16.7,0.2,0,0,0,2.59,0.4,0,2023-2024
625,Ameen Al-Dakhil,Belgium,DF,Burnley,Premier League,21,2002,13,1056,1,0,1,1,0,1.3,1.3,7,35,0.09,0,12,5,10,6,7,12,38,2,0,0,0,0,0,0,0,537,637,84.3,2939,94.5,87.2,54.5,2,13,2,83,5,60,40,7,9,0,6,1,8,37.5,0.26,0.13,0.33,37.8,0.68,0.09,0,2023-2024
627,Diogo Dalot,Portugal,DF,Manchester Utd,Premier League,24,1999,36,3174,2,3,5,2,0,1.7,1.7,52,124,0.06,0.09,81,51,68.9,16,28,37,111,0,0,0,0,0,0,0,0,1486,1830,81.2,8066,89.2,81.9,65.3,37,107,31,185,52,59.6,34.6,52,43,10,11,2,30,23.3,0.2,0.07,0.29,56.1,2.21,0.2,0,2023-2024
628,Mikkel Damsgaard,Denmark,MF,Brentford,Premier League,23,2000,23,842,0,2,2,0,0,0.9,0.9,16,61,0,0.21,29,17,35,1,22,11,10,1,0,0,0,0,0,0,0,300,432,69.4,1897,77.8,76.8,47.3,10,50,11,15,20,45,55,16,11,3,8,0,9,44.4,0.43,0,0,52.2,2.78,0.54,0,2023-2024
630,Danilo,Brazil,MF,Nott'ham Forest,Premier League,22,2001,29,1792,2,2,4,2,0,1.8,1.8,22,82,0.1,0.1,36,18,45.7,8,26,35,42,0,0,0,0,0,0,0,0,588,757,77.7,3222,85.9,86.3,56.9,20,74,14,79,26,65.4,34.6,22,20,3,13,2,23,30.4,0.35,0.09,0.29,58.3,2.41,0.2,0,2023-2024
632,Arnaut Danjuma,Netherlands,MF,Everton,Premier League,26,1997,14,595,1,0,1,1,0,2.6,2.6,24,9,0.15,0,6,4,25,0,4,3,0,0,0,0,0,0,0,0,0,102,152,67.1,357,82.6,68.5,28.6,6,6,2,4,21,38.1,52.4,24,15,11,7,1,25,36,1.36,0.04,0.11,37.5,2.72,0.15,0,2023-2024
642,Josh Dasilva,England,DF,Brentford,Premier League,24,1998,3,24,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,52.6,59,71.4,71.4,0,1,0,0,1,4,50,50,2,0,2,4,0,0,0,0,0,0,0,3.75,0,0,2023-2024
643,David Datro Fofana,Ivory Coast,FW,Burnley,Premier League,20,2002,15,879,4,1,5,4,0,4.5,4.5,21,15,0.41,0.1,10,5,50,3,6,1,2,0,0,0,0,0,0,0,0,117,173,67.6,343,71.3,73.5,83.3,8,9,5,10,41,36.6,53.7,21,9,11,20,4,19,52.6,1.02,0.21,0.4,28.3,1.84,0.2,0,2023-2024
648,Ben Davies,Wales,DF,Tottenham,Premier League,30,1993,17,1090,1,0,1,1,0,2.3,2.3,13,71,0.08,0,24,17,76.2,15,2,10,35,0,0,0,0,0,0,0,0,766,850,90.1,5258,93.5,93.9,74.1,4,80,4,97,10,40,60,13,13,1,3,1,12,16.7,0.17,0.08,0.5,58,1.24,0.17,0,2023-2024
649,Tom Davies,England,MF,Sheffield Utd,Premier League,25,1998,9,221,0,0,0,0,0,0.4,0.4,3,8,0,0,10,5,33.3,1,1,3,6,1,0,0,0,0,0,0,0,68,99,68.7,310,82,74.1,28.6,1,6,1,9,8,25,62.5,3,2,1,4,0,4,25,0.41,0,0,50,2.44,0.41,0,2023-2024
652,Craig Dawson,England,DF,Wolves,Premier League,33,1990,25,2209,1,1,2,1,0,1.5,1.5,1,49,0.04,0.04,30,20,64.7,39,12,16,120,1,0,0,0,0,0,0,0,1104,1277,86.5,8062,88.9,94.3,66.7,9,52,2,292,3,100,0,1,7,0,2,1,16,31.3,0.2,0.06,0.2,66.3,0.49,0.04,0,2023-2024
653,Kevin De Bruyne,Belgium,MF,Manchester City,Premier League,32,1991,18,1221,4,10,14,4,0,2.4,2.4,47,111,0.29,0.74,14,9,35,0,5,4,4,0,0,0,0,0,0,0,0,732,971,75.4,3364,88.6,76.1,49.3,59,67,56,2,33,30.3,63.6,47,40,12,20,4,44,38.6,1.25,0.09,0.24,54.5,7.36,1.18,0,2023-2024
665,Hannes Delcroix,Belgium,DF,Burnley,Premier League,24,1999,12,589,0,0,0,0,0,0.4,0.4,2,18,0,0,10,6,75,3,6,9,26,0,0,0,0,0,0,0,0,300,350,85.7,1666,93.5,87.7,51.6,4,24,3,42,6,50,33.3,2,2,0,3,0,4,50,0.31,0,0,47.1,1.07,0,0,2023-2024
674,Leander Dendoncker,Belgium,MF,Aston Villa,Premier League,28,1995,8,119,1,0,1,1,0,0.7,0.7,0,3,0.76,0,6,4,80,2,3,2,3,1,0,0,0,0,0,0,0,45,56,80.4,139,85.7,86.4,50,0,1,0,4,0,0,0,0,1,0,1,1,2,50,0.76,0.5,1,44.4,1.51,0.76,0,2023-2024
687,Moussa Diaby,France,FW,Aston Villa,Premier League,24,1999,38,2174,6,8,14,6,0,7,7,94,72,0.25,0.33,12,5,18.2,1,7,9,6,0,0,0,0,0,0,0,0,485,619,78.4,1348,85.1,79.1,53.1,47,29,40,12,70,41.4,52.9,94,43,39,30,6,54,40.7,0.91,0.11,0.27,11.8,3.31,0.41,0,2023-2024
695,Amad Diallo,Ivory Coast,FW,Manchester Utd,Premier League,21,2002,9,390,1,1,2,1,0,0.5,0.5,11,10,0.23,0.23,10,3,42.9,1,2,1,6,0,0,0,0,0,0,0,0,149,170,87.6,279,91.3,86.5,80,10,6,3,8,23,47.8,43.5,11,12,4,14,1,10,40,0.92,0.1,0.25,40,4.62,0,0,2023-2024
700,RÃºben Dias,Portugal,DF,Manchester City,Premier League,26,1997,30,2559,0,0,0,0,0,1.4,1.4,34,173,0,0,39,20,73.1,17,15,30,77,0,0,0,0,0,0,0,0,2469,2635,93.7,13568,96.6,96.2,71.6,7,220,12,231,1,0,100,34,70,1,7,0,20,40,0.28,0,0,52.8,1.23,0.14,0,2023-2024
705,Luis DÃ­az,Colombia,FW,Liverpool,Premier League,26,1997,37,2629,8,5,13,8,0,11.9,11.9,137,113,0.27,0.17,35,25,23.3,0,15,3,8,0,0,0,0,0,0,0,0,898,1075,83.5,2931,90.2,85.6,74.7,64,62,45,10,140,47.9,40.7,137,77,70,72,8,94,34,1.1,0.09,0.25,35.1,5.58,0.31,0,2023-2024
710,Eric Dier,England,DF,Tottenham,Premier League,29,1994,4,201,0,0,0,0,0,0,0,0,3,0,0,2,1,100,3,0,2,12,0,0,0,0,0,0,0,0,125,141,88.7,1037,91.2,95.8,30,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0.9,0,0,2023-2024
714,Lucas Digne,France,DF,Aston Villa,Premier League,30,1993,33,2410,1,3,4,1,0,1.1,1.1,42,77,0.04,0.11,47,19,56.8,2,18,26,67,0,0,0,0,0,0,0,0,1015,1351,75.1,5595,88.2,76.7,44.6,37,49,34,71,33,30.3,48.5,42,19,4,15,1,20,20,0.15,0.05,0.25,63.6,2.76,0.15,0,2023-2024
721,Issa Diop,France,DF,Fulham,Premier League,26,1997,18,1424,0,0,0,0,0,0.3,0.3,11,66,0,0,30,16,75,19,9,17,80,1,0,0,0,0,0,0,0,950,1080,88,6371,93,93.4,54.1,0,60,3,168,1,100,0,11,8,0,5,0,5,20,0.06,0,0,59.5,0.25,0,0,2023-2024
725,Axel Disasi,France,DF,Chelsea,Premier League,25,1998,31,2579,2,0,2,2,0,2.4,2.4,30,112,0.07,0,33,19,76.7,19,7,18,102,2,0,0,0,0,0,0,0,2031,2256,90,11464,96.1,93.4,51.2,3,115,8,291,22,54.5,22.7,30,20,3,12,2,16,25,0.14,0.13,0.5,69.9,0.45,0,0,2023-2024
734,Lewis Dobbin,England,MF,Everton,Premier League,20,2003,12,232,1,0,1,1,0,0.3,0.3,6,3,0.39,0,9,7,55.6,1,4,1,0,0,0,0,0,0,0,0,0,44,65,67.7,95,88.9,52.9,40,4,0,3,0,21,28.6,71.4,6,11,4,6,1,5,40,0.78,0.2,0.5,66.7,2.33,0,0,2023-2024
737,Matt Doherty,Ireland,DF,Wolves,Premier League,31,1992,30,1150,1,0,1,1,0,0.8,0.8,12,31,0.08,0,31,18,52.2,5,10,7,47,0,0,0,0,0,0,0,0,515,653,78.9,2105,85.1,82.1,56.4,12,22,7,60,14,42.9,50,12,8,3,6,1,9,33.3,0.23,0.11,0.33,53.5,1.48,0,0,2023-2024
740,Jeremy Doku,Belgium,FW,Manchester City,Premier League,21,2002,29,1595,3,8,11,3,0,2.5,2.5,218,57,0.17,0.45,39,22,45,0,14,9,5,0,0,0,0,0,0,0,0,693,852,81.3,1538,89.2,78,78.8,45,14,40,5,169,51.5,37.9,218,61,147,37,3,55,34.5,1.07,0.05,0.16,40,6.26,0.85,0,2023-2024
745,NicolÃ¡s DomÃ­nguez,Argentina,MF,Nott'ham Forest,Premier League,25,1998,26,1495,2,2,4,2,0,1.3,1.3,14,91,0.12,0.12,63,34,47.9,5,26,18,24,0,0,0,0,0,0,0,0,714,843,84.7,3223,89.6,85.2,73.8,10,61,16,39,17,41.2,47.1,14,13,2,7,2,22,27.3,0.36,0.09,0.33,52.5,2.11,0.12,0,2023-2024
754,Abdoulaye DoucourÃ©,Mali,FW,Everton,Premier League,30,1993,32,2629,7,1,8,7,0,8.8,8.8,55,97,0.24,0.03,43,27,39.1,3,20,15,19,0,0,0,0,0,0,0,0,683,893,76.5,2329,84.1,83,47.5,34,43,18,36,48,52.1,43.8,55,37,17,42,7,47,44.7,0.72,0.15,0.33,37.5,2.29,0.17,0,2023-2024
755,Cheick DoucourÃ©,Mali,MF,Crystal Palace,Premier League,23,2000,11,919,0,0,0,0,0,0.3,0.3,9,49,0,0,34,17,60,2,11,20,12,0,0,0,0,0,0,0,0,367,422,87,1849,90.1,88.5,75,10,39,5,25,13,76.9,23.1,9,9,1,8,0,6,33.3,0.2,0,0,35.7,2.25,0.29,0,2023-2024
759,Alfie Doughty,England,DF,Luton Town,Premier League,23,1999,37,2925,2,8,10,2,0,1.3,1.3,94,106,0.06,0.25,63,40,45.1,9,42,31,43,4,0,0,0,0,0,0,0,1121,1686,66.5,8325,86.9,75.5,39,70,71,43,102,67,49.3,35.8,94,52,28,13,2,26,30.8,0.25,0.08,0.25,65.7,3.54,0.49,0,2023-2024
767,Tommy Doyle,England,MF,Wolves,Premier League,21,2001,26,1222,0,0,0,0,0,0.4,0.4,21,81,0,0,26,13,60.9,9,13,12,18,0,0,0,0,0,0,0,0,801,955,83.9,4208,93.4,90.5,59.6,8,86,7,40,3,33.3,33.3,21,17,2,7,0,14,21.4,0.22,0,0,0,1.91,0.37,0,2023-2024
768,Radu DrÄƒguÈ™in,Romania,DF,Tottenham,Premier League,21,2002,9,429,0,0,0,0,0,0.1,0.1,5,8,0,0,5,3,100,4,1,8,19,0,0,0,0,0,0,0,0,326,370,88.1,1782,87.8,93.4,50,0,10,0,44,3,33.3,33.3,5,2,1,1,0,1,0,0,0,0,60,0.21,0,0,2023-2024
774,Martin DÃºbravka,Slovakia,GK,Newcastle Utd,Premier League,34,1989,23,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,42,1.9,87,70.8,5,22.7,20,519,651,79.7,6941,98.5,98.2,47,1,1,0,604,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,6.8,2023-2024
778,Paul Dummett,Wales,DF,Newcastle Utd,Premier League,31,1991,5,20,0,0,0,0,0,0,0,1,1,0,0,1,0,100,0,0,0,1,0,0,0,0,0,0,0,0,21,23,91.3,76,100,91.7,0,0,2,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,100,0,0,0,2023-2024
780,Lewis Dunk,England,DF,Brighton,Premier League,31,1991,33,2869,3,1,4,3,0,3.1,3.1,33,152,0.09,0.03,27,14,36.1,37,12,31,90,1,0,0,0,0,0,0,0,2977,3233,92.1,19478,97.2,94.6,63.5,13,204,8,554,8,62.5,25,33,18,2,2,3,33,36.4,0.38,0.09,0.25,64,1.51,0.22,0,2023-2024
792,Ederson,Brazil,GK,Manchester City,Premier League,29,1993,33,2785,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,1,27,0.87,56,70.7,10,30.3,0,1077,1234,87.3,17578,99.6,98.2,62.7,1,25,1,965,1,100,0,0,0,0,0,0,0,0,0,0,0,100,0.23,0.06,10.1,2023-2024
794,Odsonne Ã‰douard,France,FW,Crystal Palace,Premier League,25,1998,30,1555,7,0,7,7,0,6.2,6.2,33,36,0.41,0,24,12,21.1,1,16,6,19,0,0,0,0,0,0,0,0,249,350,71.1,704,79.2,76.3,63.6,18,12,15,18,50,38,48,33,18,25,26,7,51,37.3,1.1,0.14,0.37,35.7,2.6,0.12,0,2023-2024
795,John Egan,Ireland,DF,Sheffield Utd,Premier League,30,1992,6,482,0,0,0,0,0,0.2,0.2,0,5,0,0,6,4,36.4,4,6,13,39,1,0,0,0,0,0,0,0,128,185,69.2,988,77.6,85.9,23.7,0,5,1,58,0,0,0,0,2,0,1,0,3,33.3,0.19,0,0,63.6,0.19,0,0,2023-2024
799,Hjalmar Ekdal,Sweden,DF,Burnley,Premier League,24,1998,8,437,0,0,0,0,0,0.1,0.1,5,11,0,0,4,2,50,5,5,6,21,0,0,0,0,0,0,0,0,191,217,88,938,93,90.8,70.6,1,8,0,36,3,66.7,33.3,5,4,0,1,0,2,50,0.21,0,0,30.8,0.41,0,0,2023-2024
804,Anthony Elanga,Sweden,FW,Nott'ham Forest,Premier League,21,2002,36,2433,5,9,14,5,0,6.6,6.6,98,49,0.18,0.33,33,19,45.9,2,20,8,20,1,0,0,0,0,0,0,0,498,712,69.9,1569,80.1,67.8,53.6,32,28,24,25,76,36.8,55.3,98,54,42,22,5,54,40.7,0.81,0.09,0.23,31.5,2.59,0.48,0,2023-2024
806,Harvey Elliott,England,MF,Liverpool,Premier League,20,2003,34,1352,3,6,9,3,0,2.7,2.7,44,128,0.2,0.4,27,17,32.3,0,27,6,7,0,0,0,0,0,0,0,0,825,986,83.7,3101,92.1,86.1,62.9,37,76,45,8,20,45,50,44,50,9,9,3,49,32.7,1.07,0.06,0.19,40.9,5.19,0.67,0,2023-2024
815,Emerson,Brazil,DF,Tottenham,Premier League,24,1999,22,1161,1,0,1,1,0,0.2,0.2,21,57,0.08,0,36,24,48.8,10,13,20,50,1,0,0,0,0,0,0,0,937,1038,90.3,3714,94.8,93.6,71.1,3,42,7,103,21,47.6,28.6,21,19,2,12,1,6,50,0.23,0.17,0.33,41.7,1.63,0.23,0,2023-2024
817,Julio Enciso,Paraguay,MF,Brighton,Premier League,19,2004,12,475,0,2,2,0,0,1.4,1.4,28,21,0,0.38,6,2,28.6,0,11,0,3,0,0,0,0,0,0,0,0,132,178,74.2,562,86.5,70.7,75,9,12,4,5,29,58.6,24.1,28,20,7,8,0,28,28.6,1.52,0,0,33.3,4.34,0.38,0,2023-2024
818,Wataru Endo,Japan,MF,Liverpool,Premier League,30,1993,29,1722,1,0,1,1,0,0.5,0.5,10,101,0.05,0,48,28,32.8,2,22,20,31,3,0,0,0,0,0,0,0,1157,1315,88,5048,92.3,90.3,71.4,16,109,18,48,16,62.5,31.3,10,21,2,22,1,10,30,0.16,0.1,0.33,53.4,2.82,0.16,0,2023-2024
820,Christian Eriksen,Denmark,MF,Manchester Utd,Premier League,31,1992,22,1141,1,2,3,1,0,1,1,20,68,0.08,0.16,18,13,36.4,6,11,4,13,0,0,0,0,0,0,0,0,648,805,80.5,2702,88.5,82.7,56.1,27,66,17,27,6,50,50,20,21,2,14,1,13,30.8,0.32,0.08,0.25,12.5,3.63,0.24,0,2023-2024
826,Maxime EstÃ¨ve,France,DF,Burnley,Premier League,21,2002,16,1309,0,0,0,0,0,0.3,0.3,15,40,0,0,27,10,56.3,10,11,27,56,0,0,0,0,0,0,0,0,690,821,84,2998,89.8,90.6,45.6,1,41,0,158,3,33.3,0,15,18,2,3,0,7,0,0,0,0,54.2,0.55,0.07,0,2023-2024
829,Pervis EstupiÃ±Ã¡n,Ecuador,DF,Brighton,Premier League,25,1998,19,1243,2,3,5,2,0,1,1,47,83,0.14,0.22,26,13,46.7,4,10,21,20,0,0,0,0,0,0,0,0,809,962,84.1,3617,91.6,86.3,50,26,66,25,56,23,39.1,39.1,47,30,13,6,2,11,54.5,0.43,0.18,0.33,46.2,3.04,0.14,0,2023-2024
831,Jonny Evans,Northern Ireland,DF,Manchester Utd,Premier League,35,1988,23,1392,0,1,1,0,0,0.1,0.1,7,37,0,0.06,22,14,57.1,18,7,23,76,0,0,0,0,0,0,0,0,729,832,87.6,3843,92.3,92,55.6,6,29,3,185,7,57.1,28.6,7,5,0,3,0,1,0,0,0,0,66.7,0.71,0.13,0,2023-2024
832,Eberechi Eze,England,MF,Crystal Palace,Premier League,25,1998,27,2055,11,4,15,10,1,9.1,8.3,68,93,0.48,0.18,35,17,48.4,2,25,11,6,0,0,0,0,0,0,0,0,700,909,77,3226,87.2,84.1,45.5,54,48,45,11,140,49.3,45.7,68,61,43,48,11,82,40.2,1.45,0.12,0.3,33.3,4.82,0.48,0,2023-2024
836,Åukasz FabiaÅ„ski,Poland,GK,West Ham,Premier League,38,1985,10,721,0,0,0,0,0,0,0,0,1,0,0,1,0,50,0,0,1,4,0,21,2.62,33,66,1,14.3,0,160,239,66.9,3852,100,100,47.9,0,8,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.12,0,7,2023-2024
838,Romain Faivre,France,MF,Bournemouth,Premier League,25,1998,5,41,0,0,0,0,0,0.2,0.2,4,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,26,73.1,114,75,100,33.3,0,2,1,1,7,28.6,42.9,4,4,0,1,0,2,0,0,0,0,0,2.2,0,0,2023-2024
846,Ansu Fati,Spain,MF,Brighton,Premier League,20,2002,19,521,2,0,2,2,0,3.4,3.4,16,28,0.35,0,5,3,9.1,0,8,3,3,0,0,0,0,0,0,0,0,178,210,84.8,518,94.4,82,90.9,6,14,7,4,18,27.8,50,16,5,9,10,2,26,42.3,1.9,0.08,0.18,9.1,3.96,0.52,0,2023-2024
853,Felipe,Brazil,DF,Nott'ham Forest,Premier League,34,1989,7,375,0,0,0,0,0,0.1,0.1,1,6,0,0,12,9,75,1,3,4,12,0,0,0,0,0,0,0,0,183,215,85.1,1412,87.1,92.4,63.6,2,10,0,22,2,50,50,1,1,0,1,0,3,0,0,0,0,70,0.97,0,0,2023-2024
858,Evan Ferguson,Ireland,FW,Brighton,Premier League,18,2004,27,1367,6,0,6,6,0,4.6,4.6,13,15,0.4,0,14,6,35.7,3,7,2,8,0,0,0,0,0,0,0,0,244,303,80.5,349,86.7,85.7,73.3,6,11,4,13,16,43.8,37.5,13,9,5,31,6,33,60.6,1.32,0.18,0.3,41.9,1.45,0.07,0,2023-2024
860,Bruno Fernandes,Portugal,MF,Manchester Utd,Premier League,28,1994,35,3118,10,8,18,6,4,10,6.1,86,297,0.29,0.23,68,38,34.1,6,43,27,50,2,0,0,0,0,0,0,0,1590,2179,73,10273,87.4,76.2,53,114,187,89,96,44,43.2,47.7,86,61,23,35,10,90,38.9,1.01,0.07,0.17,45.7,6.06,0.55,0,2023-2024
865,Enzo FernÃ¡ndez,Argentina,MF,Chelsea,Premier League,22,2001,28,2209,3,2,5,2,1,6.2,4.6,52,210,0.12,0.08,50,22,41.5,13,23,17,28,0,0,0,0,0,0,0,0,1574,1862,84.5,8415,90.8,88.8,71.8,32,177,43,67,44,52.3,38.6,52,46,8,24,3,45,28.9,0.53,0.04,0.15,47.7,3.34,0.29,0,2023-2024
881,John Fleck,Scotland,MF,Sheffield Utd,Premier League,31,1991,4,92,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29,40,72.5,88,77.8,77.8,50,2,1,1,3,1,0,0,2,1,0,0,0,0,0,0,0,0,22.2,3.91,0,0,2023-2024
882,Mark Flekken,Netherlands,GK,Brentford,Premier League,30,1993,37,3285,0,1,1,0,0,0,0,0,5,0,0.03,1,1,20,0,1,0,17,1,63,1.73,113,65.3,7,18.9,0,1131,1580,71.6,22385,98.8,99.1,47.4,4,37,1,1268,4,75,25,0,0,0,0,0,0,0,0,0,0,90.9,0.27,0.08,7.7,2023-2024
884,Phil Foden,England,FW,Manchester City,Premier League,23,2000,35,2857,19,8,27,19,0,10.3,10.3,93,168,0.6,0.25,31,20,41.9,0,30,13,18,1,0,0,0,0,0,0,0,1511,1767,85.5,3769,94,86.4,50.4,73,71,57,22,102,46.1,45.1,93,79,56,49,19,105,45.7,1.51,0.18,0.4,26.1,4.54,0.66,0,2023-2024
885,Wes Foderingham,England,GK,Sheffield Utd,Premier League,32,1991,30,2649,0,0,0,0,0,0,0,0,0,0,0,5,3,83.3,0,0,0,18,6,79,2.68,130,63.7,1,3.4,0,596,1055,56.5,15696,99,96,36.7,1,19,2,945,2,100,0,0,0,0,1,0,0,0,0,0,0,50,0.14,0,6,2023-2024
892,Pablo Fornals,Spain,MF,West Ham,Premier League,27,1996,15,426,0,0,0,0,0,0.3,0.3,4,29,0,0,10,6,31.3,1,7,6,7,0,0,0,0,0,0,0,0,162,210,77.1,713,86.5,80,60,5,19,6,7,12,50,41.7,4,7,2,8,0,7,42.9,0.63,0,0,33.3,3.37,0.21,0,2023-2024
898,Lyle Foster,South Africa,FW,Burnley,Premier League,22,2000,24,1899,5,3,8,5,0,4.5,4.5,55,37,0.24,0.14,19,10,35.3,3,10,3,34,0,0,0,0,0,0,0,0,312,461,67.7,835,73.5,73.4,70,19,21,12,41,39,48.7,46.2,55,31,36,33,5,34,47.1,0.76,0.15,0.31,32.1,1.95,0.19,0,2023-2024
901,Matheus FranÃ§a,Brazil,MF,Crystal Palace,Premier League,19,2004,10,232,0,1,1,0,0,0.4,0.4,12,8,0,0.39,3,3,14.3,0,4,1,1,0,0,0,0,0,0,0,0,51,79,64.6,256,69,82.8,38.5,6,4,2,3,14,28.6,64.3,12,11,5,7,0,8,25,0.78,0,0,16.7,3.1,0.78,0,2023-2024
924,Cody Gakpo,Netherlands,FW,Liverpool,Premier League,24,1999,35,1649,8,5,13,8,0,9,9,43,83,0.44,0.27,27,17,32,4,17,14,7,0,0,0,0,0,0,0,0,436,564,77.3,1738,84.4,74.3,75,25,43,32,15,54,57.4,31.5,43,31,13,32,8,66,36.4,1.31,0.12,0.33,54.2,3.98,0.55,0,2023-2024
929,Conor Gallagher,England,MF,Chelsea,Premier League,23,2000,37,3128,5,7,12,5,0,4.2,4.2,62,172,0.14,0.2,85,52,42.9,11,39,43,34,0,0,0,0,0,0,0,0,1801,2018,89.2,5954,94.4,91.4,65.1,52,135,32,77,65,58.5,27.7,62,54,14,39,5,48,35.4,0.49,0.1,0.29,47.2,3.14,0.4,0,2023-2024
933,Idrissa Gana Gueye,Senegal,MF,Everton,Premier League,33,1989,25,1884,4,0,4,4,0,1.3,1.3,29,83,0.19,0,73,44,63,7,17,28,16,0,0,0,0,0,0,0,0,758,898,84.4,3236,89.7,87.8,59.1,15,70,9,59,25,44,44,29,26,2,20,4,26,26.9,0.33,0.15,0.57,59.1,2.48,0.19,0,2023-2024
949,Alejandro Garnacho,Argentina,FW,Manchester Utd,Premier League,19,2004,36,2565,7,4,11,7,0,8.4,8.3,178,62,0.25,0.14,22,15,26.7,2,24,18,18,0,0,0,0,0,0,0,0,675,901,74.9,1365,83.4,81.1,54,46,26,22,13,131,36.6,48.1,178,83,102,49,7,100,27,0.95,0.07,0.26,19.4,4.17,0.53,0,2023-2024
950,James Garner,England,MF,Everton,Premier League,22,2001,37,3004,1,2,3,1,0,2.7,2.7,36,100,0.03,0.06,83,44,42.7,14,31,45,47,1,0,0,0,0,0,0,0,958,1244,77,4432,86.6,85.6,48.6,44,98,24,83,41,46.3,39,36,37,5,10,1,41,24.4,0.3,0.02,0.1,48.9,2.94,0.24,0,2023-2024
968,Saman Ghoddos,Iran,DF,Brentford,Premier League,29,1993,19,739,1,0,1,1,0,0.3,0.3,22,36,0.12,0,28,19,54.8,2,7,5,12,0,0,0,0,0,0,0,0,325,448,72.5,1748,87.7,78.4,34.6,9,29,10,12,13,23.1,61.5,22,12,2,4,1,9,22.2,0.24,0.11,0.5,25,2.44,0,0,2023-2024
970,Morgan Gibbs-White,England,MF,Nott'ham Forest,Premier League,23,2000,37,3156,5,10,15,4,1,6.9,6.1,79,171,0.14,0.29,36,24,42.4,8,23,17,21,0,0,0,0,0,0,0,0,1046,1482,70.6,6110,81.8,77.4,51.3,74,114,39,28,116,37.9,47.4,79,61,15,44,5,70,18.6,0.37,0.06,0.31,46.9,4.25,0.51,0,2023-2024
